,id,name,description,zone,guestCpus,isSharedCpu,memoryMb,imageSpaceGb,maximumPersistentDisks,maximumPersistentDisksSizeGb
1240,5008,n1-highmem-8,"8 vCPUs, 52 GB RAM",europe-west4-c,8,False,52.00,10,128,65536
1241,5096,n1-highmem-96,"96 vCPUs, 624 GB RAM",europe-west4-c,96,False,624.00,0,128,65536
1242,3001,n1-standard-1,"1 vCPU, 3.75 GB RAM",europe-west4-c,1,False,3.75,10,128,65536
1243,3016,n1-standard-16,"16 vCPUs, 60 GB RAM",europe-west4-c,16,False,60.00,10,128,65536
1244,3002,n1-standard-2,"2 vCPUs, 7.5 GB RAM",europe-west4-c,2,False,7.50,10,128,65536
1245,3032,n1-standard-32,"32 vCPUs, 120 GB RAM",europe-west4-c,32,False,120.00,0,128,65536
1246,3004,n1-standard-4,"4 vCPUs, 15 GB RAM",europe-west4-c,4,False,15.00,10,128,65536
1247,3064,n1-standard-64,"64 vCPUs, 240 GB RAM",europe-west4-c,64,False,240.00,0,128,65536
1248,3008,n1-standard-8,"8 vCPUs, 30 GB RAM",europe-west4-c,8,False,30.00,10,128,65536
1249,3096,n1-standard-96,"96 vCPUs, 360 GB RAM",europe-west4-c,96,False,360.00,0,128,65536
1250,1000,f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,europe-west4-b,1,True,0.60,0,16,3072
1251,2000,g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,europe-west4-b,1,True,1.70,0,16,3072
1252,4016,n1-highcpu-16,"16 vCPUs, 14.4 GB RAM",europe-west4-b,16,False,14.40,10,128,65536
1253,4002,n1-highcpu-2,"2 vCPUs, 1.8 GB RAM",europe-west4-b,2,False,1.80,10,128,65536
1254,4032,n1-highcpu-32,"32 vCPUs, 28.8 GB RAM",europe-west4-b,32,False,28.80,0,128,65536
1255,4004,n1-highcpu-4,"4 vCPUs, 3.6 GB RAM",europe-west4-b,4,False,3.60,10,128,65536
1256,4064,n1-highcpu-64,"64 vCPUs, 57.6 GB RAM",europe-west4-b,64,False,57.60,0,128,65536
1257,4008,n1-highcpu-8,"8 vCPUs, 7.2 GB RAM",europe-west4-b,8,False,7.20,10,128,65536
1258,4096,n1-highcpu-96,"96 vCPUs, 86 GB RAM",europe-west4-b,96,False,86.40,0,128,65536
1259,5016,n1-highmem-16,"16 vCPUs, 104 GB RAM",europe-west4-b,16,False,104.00,10,128,65536
1260,5002,n1-highmem-2,"2 vCPUs, 13 GB RAM",europe-west4-b,2,False,13.00,10,128,65536
1261,5032,n1-highmem-32,"32 vCPUs, 208 GB RAM",europe-west4-b,32,False,208.00,0,128,65536
1262,5004,n1-highmem-4,"4 vCPUs, 26 GB RAM",europe-west4-b,4,False,26.00,10,128,65536
1263,5064,n1-highmem-64,"64 vCPUs, 416 GB RAM",europe-west4-b,64,False,416.00,0,128,65536
1264,5008,n1-highmem-8,"8 vCPUs, 52 GB RAM",europe-west4-b,8,False,52.00,10,128,65536
1265,5096,n1-highmem-96,"96 vCPUs, 624 GB RAM",europe-west4-b,96,False,624.00,0,128,65536
1266,3001,n1-standard-1,"1 vCPU, 3.75 GB RAM",europe-west4-b,1,False,3.75,10,128,65536
1267,3016,n1-standard-16,"16 vCPUs, 60 GB RAM",europe-west4-b,16,False,60.00,10,128,65536
1268,3002,n1-standard-2,"2 vCPUs, 7.5 GB RAM",europe-west4-b,2,False,7.50,10,128,65536
1269,3032,n1-standard-32,"32 vCPUs, 120 GB RAM",europe-west4-b,32,False,120.00,0,128,65536
1270,3004,n1-standard-4,"4 vCPUs, 15 GB RAM",europe-west4-b,4,False,15.00,10,128,65536
1271,3064,n1-standard-64,"64 vCPUs, 240 GB RAM",europe-west4-b,64,False,240.00,0,128,65536
1272,3008,n1-standard-8,"8 vCPUs, 30 GB RAM",europe-west4-b,8,False,30.00,10,128,65536
1273,3096,n1-standard-96,"96 vCPUs, 360 GB RAM",europe-west4-b,96,False,360.00,0,128,65536
1274,1000,f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,us-west2-c,1,True,0.60,0,16,3072
1275,2000,g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,us-west2-c,1,True,1.70,0,16,3072
1276,4016,n1-highcpu-16,"16 vCPUs, 14.4 GB RAM",us-west2-c,16,False,14.40,10,128,65536
1277,4002,n1-highcpu-2,"2 vCPUs, 1.8 GB RAM",us-west2-c,2,False,1.80,10,128,65536
1278,4032,n1-highcpu-32,"32 vCPUs, 28.8 GB RAM",us-west2-c,32,False,28.80,0,128,65536
1279,4004,n1-highcpu-4,"4 vCPUs, 3.6 GB RAM",us-west2-c,4,False,3.60,10,128,65536
1280,4064,n1-highcpu-64,"64 vCPUs, 57.6 GB RAM",us-west2-c,64,False,57.60,0,128,65536
1281,4008,n1-highcpu-8,"8 vCPUs, 7.2 GB RAM",us-west2-c,8,False,7.20,10,128,65536
1282,4096,n1-highcpu-96,"96 vCPUs, 86 GB RAM",us-west2-c,96,False,86.40,0,128,65536
1283,5016,n1-highmem-16,"16 vCPUs, 104 GB RAM",us-west2-c,16,False,104.00,10,128,65536
1284,5002,n1-highmem-2,"2 vCPUs, 13 GB RAM",us-west2-c,2,False,13.00,10,128,65536
1285,5032,n1-highmem-32,"32 vCPUs, 208 GB RAM",us-west2-c,32,False,208.00,0,128,65536
1286,5004,n1-highmem-4,"4 vCPUs, 26 GB RAM",us-west2-c,4,False,26.00,10,128,65536
1287,5064,n1-highmem-64,"64 vCPUs, 416 GB RAM",us-west2-c,64,False,416.00,0,128,65536
1288,5008,n1-highmem-8,"8 vCPUs, 52 GB RAM",us-west2-c,8,False,52.00,10,128,65536
1289,5096,n1-highmem-96,"96 vCPUs, 624 GB RAM",us-west2-c,96,False,624.00,0,128,65536
1290,3001,n1-standard-1,"1 vCPU, 3.75 GB RAM",us-west2-c,1,False,3.75,10,128,65536
1291,3016,n1-standard-16,"16 vCPUs, 60 GB RAM",us-west2-c,16,False,60.00,10,128,65536
1292,3002,n1-standard-2,"2 vCPUs, 7.5 GB RAM",us-west2-c,2,False,7.50,10,128,65536
1293,3032,n1-standard-32,"32 vCPUs, 120 GB RAM",us-west2-c,32,False,120.00,0,128,65536
1294,3004,n1-standard-4,"4 vCPUs, 15 GB RAM",us-west2-c,4,False,15.00,10,128,65536
1295,3064,n1-standard-64,"64 vCPUs, 240 GB RAM",us-west2-c,64,False,240.00,0,128,65536
1296,3008,n1-standard-8,"8 vCPUs, 30 GB RAM",us-west2-c,8,False,30.00,10,128,65536
1297,3096,n1-standard-96,"96 vCPUs, 360 GB RAM",us-west2-c,96,False,360.00,0,128,65536
1298,10160,n1-ultramem-160,"160 vCPUs, 3844 GB RAM",us-west2-c,160,False,3844.00,0,128,65536
1299,10040,n1-ultramem-40,"40 vCPUs, 961 GB RAM",us-west2-c,40,False,961.00,0,128,65536
1300,10080,n1-ultramem-80,"80 vCPUs, 1922 GB RAM",us-west2-c,80,False,1922.00,0,128,65536
1301,1000,f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,northamerica-northeast1-c,1,True,0.60,0,16,3072
1302,2000,g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,northamerica-northeast1-c,1,True,1.70,0,16,3072
1303,4016,n1-highcpu-16,"16 vCPUs, 14.4 GB RAM",northamerica-northeast1-c,16,False,14.40,10,128,65536
1304,4002,n1-highcpu-2,"2 vCPUs, 1.8 GB RAM",northamerica-northeast1-c,2,False,1.80,10,128,65536
1305,4032,n1-highcpu-32,"32 vCPUs, 28.8 GB RAM",northamerica-northeast1-c,32,False,28.80,0,128,65536
1306,4004,n1-highcpu-4,"4 vCPUs, 3.6 GB RAM",northamerica-northeast1-c,4,False,3.60,10,128,65536
1307,4064,n1-highcpu-64,"64 vCPUs, 57.6 GB RAM",northamerica-northeast1-c,64,False,57.60,0,128,65536
1308,4008,n1-highcpu-8,"8 vCPUs, 7.2 GB RAM",northamerica-northeast1-c,8,False,7.20,10,128,65536
1309,4096,n1-highcpu-96,"96 vCPUs, 86 GB RAM",northamerica-northeast1-c,96,False,86.40,0,128,65536
1310,5016,n1-highmem-16,"16 vCPUs, 104 GB RAM",northamerica-northeast1-c,16,False,104.00,10,128,65536
1311,5002,n1-highmem-2,"2 vCPUs, 13 GB RAM",northamerica-northeast1-c,2,False,13.00,10,128,65536
1312,5032,n1-highmem-32,"32 vCPUs, 208 GB RAM",northamerica-northeast1-c,32,False,208.00,0,128,65536
1313,5004,n1-highmem-4,"4 vCPUs, 26 GB RAM",northamerica-northeast1-c,4,False,26.00,10,128,65536
1314,5064,n1-highmem-64,"64 vCPUs, 416 GB RAM",northamerica-northeast1-c,64,False,416.00,0,128,65536
1315,5008,n1-highmem-8,"8 vCPUs, 52 GB RAM",northamerica-northeast1-c,8,False,52.00,10,128,65536
1316,5096,n1-highmem-96,"96 vCPUs, 624 GB RAM",northamerica-northeast1-c,96,False,624.00,0,128,65536
1317,3001,n1-standard-1,"1 vCPU, 3.75 GB RAM",northamerica-northeast1-c,1,False,3.75,10,128,65536
1318,3016,n1-standard-16,"16 vCPUs, 60 GB RAM",northamerica-northeast1-c,16,False,60.00,10,128,65536
1319,3002,n1-standard-2,"2 vCPUs, 7.5 GB RAM",northamerica-northeast1-c,2,False,7.50,10,128,65536
1320,3032,n1-standard-32,"32 vCPUs, 120 GB RAM",northamerica-northeast1-c,32,False,120.00,0,128,65536
1321,3004,n1-standard-4,"4 vCPUs, 15 GB RAM",northamerica-northeast1-c,4,False,15.00,10,128,65536
1322,3064,n1-standard-64,"64 vCPUs, 240 GB RAM",northamerica-northeast1-c,64,False,240.00,0,128,65536
1323,3008,n1-standard-8,"8 vCPUs, 30 GB RAM",northamerica-northeast1-c,8,False,30.00,10,128,65536
1324,3096,n1-standard-96,"96 vCPUs, 360 GB RAM",northamerica-northeast1-c,96,False,360.00,0,128,65536
1325,10160,n1-ultramem-160,"160 vCPUs, 3844 GB RAM",northamerica-northeast1-c,160,False,3844.00,0,128,65536
1326,10040,n1-ultramem-40,"40 vCPUs, 961 GB RAM",northamerica-northeast1-c,40,False,961.00,0,128,65536
1327,10080,n1-ultramem-80,"80 vCPUs, 1922 GB RAM",northamerica-northeast1-c,80,False,1922.00,0,128,65536
1328,1000,f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,northamerica-northeast1-a,1,True,0.60,0,16,3072
1329,2000,g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,northamerica-northeast1-a,1,True,1.70,0,16,3072
1330,4016,n1-highcpu-16,"16 vCPUs, 14.4 GB RAM",northamerica-northeast1-a,16,False,14.40,10,128,65536
1331,4002,n1-highcpu-2,"2 vCPUs, 1.8 GB RAM",northamerica-northeast1-a,2,False,1.80,10,128,65536
1332,4032,n1-highcpu-32,"32 vCPUs, 28.8 GB RAM",northamerica-northeast1-a,32,False,28.80,0,128,65536
1333,4004,n1-highcpu-4,"4 vCPUs, 3.6 GB RAM",northamerica-northeast1-a,4,False,3.60,10,128,65536
1334,4064,n1-highcpu-64,"64 vCPUs, 57.6 GB RAM",northamerica-northeast1-a,64,False,57.60,0,128,65536
1335,4008,n1-highcpu-8,"8 vCPUs, 7.2 GB RAM",northamerica-northeast1-a,8,False,7.20,10,128,65536
1336,4096,n1-highcpu-96,"96 vCPUs, 86 GB RAM",northamerica-northeast1-a,96,False,86.40,0,128,65536
1337,5016,n1-highmem-16,"16 vCPUs, 104 GB RAM",northamerica-northeast1-a,16,False,104.00,10,128,65536
1338,5002,n1-highmem-2,"2 vCPUs, 13 GB RAM",northamerica-northeast1-a,2,False,13.00,10,128,65536
1339,5032,n1-highmem-32,"32 vCPUs, 208 GB RAM",northamerica-northeast1-a,32,False,208.00,0,128,65536
1340,5004,n1-highmem-4,"4 vCPUs, 26 GB RAM",northamerica-northeast1-a,4,False,26.00,10,128,65536
1341,5064,n1-highmem-64,"64 vCPUs, 416 GB RAM",northamerica-northeast1-a,64,False,416.00,0,128,65536
1342,5008,n1-highmem-8,"8 vCPUs, 52 GB RAM",northamerica-northeast1-a,8,False,52.00,10,128,65536
1343,5096,n1-highmem-96,"96 vCPUs, 624 GB RAM",northamerica-northeast1-a,96,False,624.00,0,128,65536
1344,3001,n1-standard-1,"1 vCPU, 3.75 GB RAM",northamerica-northeast1-a,1,False,3.75,10,128,65536
1345,3016,n1-standard-16,"16 vCPUs, 60 GB RAM",northamerica-northeast1-a,16,False,60.00,10,128,65536
1346,3002,n1-standard-2,"2 vCPUs, 7.5 GB RAM",northamerica-northeast1-a,2,False,7.50,10,128,65536
1347,3032,n1-standard-32,"32 vCPUs, 120 GB RAM",northamerica-northeast1-a,32,False,120.00,0,128,65536
1348,3004,n1-standard-4,"4 vCPUs, 15 GB RAM",northamerica-northeast1-a,4,False,15.00,10,128,65536
1349,3064,n1-standard-64,"64 vCPUs, 240 GB RAM",northamerica-northeast1-a,64,False,240.00,0,128,65536
1350,3008,n1-standard-8,"8 vCPUs, 30 GB RAM",northamerica-northeast1-a,8,False,30.00,10,128,65536
1351,3096,n1-standard-96,"96 vCPUs, 360 GB RAM",northamerica-northeast1-a,96,False,360.00,0,128,65536
1352,1000,f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,northamerica-northeast1-b,1,True,0.60,0,16,3072
1353,2000,g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,northamerica-northeast1-b,1,True,1.70,0,16,3072
1354,4016,n1-highcpu-16,"16 vCPUs, 14.4 GB RAM",northamerica-northeast1-b,16,False,14.40,10,128,65536
1355,4002,n1-highcpu-2,"2 vCPUs, 1.8 GB RAM",northamerica-northeast1-b,2,False,1.80,10,128,65536
1356,4032,n1-highcpu-32,"32 vCPUs, 28.8 GB RAM",northamerica-northeast1-b,32,False,28.80,0,128,65536
1357,4004,n1-highcpu-4,"4 vCPUs, 3.6 GB RAM",northamerica-northeast1-b,4,False,3.60,10,128,65536
1358,4064,n1-highcpu-64,"64 vCPUs, 57.6 GB RAM",northamerica-northeast1-b,64,False,57.60,0,128,65536
1359,4008,n1-highcpu-8,"8 vCPUs, 7.2 GB RAM",northamerica-northeast1-b,8,False,7.20,10,128,65536
1360,4096,n1-highcpu-96,"96 vCPUs, 86 GB RAM",northamerica-northeast1-b,96,False,86.40,0,128,65536
1361,5016,n1-highmem-16,"16 vCPUs, 104 GB RAM",northamerica-northeast1-b,16,False,104.00,10,128,65536
1362,5002,n1-highmem-2,"2 vCPUs, 13 GB RAM",northamerica-northeast1-b,2,False,13.00,10,128,65536
1363,5032,n1-highmem-32,"32 vCPUs, 208 GB RAM",northamerica-northeast1-b,32,False,208.00,0,128,65536
1364,5004,n1-highmem-4,"4 vCPUs, 26 GB RAM",northamerica-northeast1-b,4,False,26.00,10,128,65536
1365,5064,n1-highmem-64,"64 vCPUs, 416 GB RAM",northamerica-northeast1-b,64,False,416.00,0,128,65536
1366,5008,n1-highmem-8,"8 vCPUs, 52 GB RAM",northamerica-northeast1-b,8,False,52.00,10,128,65536
1367,5096,n1-highmem-96,"96 vCPUs, 624 GB RAM",northamerica-northeast1-b,96,False,624.00,0,128,65536
1368,3001,n1-standard-1,"1 vCPU, 3.75 GB RAM",northamerica-northeast1-b,1,False,3.75,10,128,65536
1369,3016,n1-standard-16,"16 vCPUs, 60 GB RAM",northamerica-northeast1-b,16,False,60.00,10,128,65536
1370,3002,n1-standard-2,"2 vCPUs, 7.5 GB RAM",northamerica-northeast1-b,2,False,7.50,10,128,65536
1371,3032,n1-standard-32,"32 vCPUs, 120 GB RAM",northamerica-northeast1-b,32,False,120.00,0,128,65536
1372,3004,n1-standard-4,"4 vCPUs, 15 GB RAM",northamerica-northeast1-b,4,False,15.00,10,128,65536
1373,3064,n1-standard-64,"64 vCPUs, 240 GB RAM",northamerica-northeast1-b,64,False,240.00,0,128,65536
1374,3008,n1-standard-8,"8 vCPUs, 30 GB RAM",northamerica-northeast1-b,8,False,30.00,10,128,65536
1375,3096,n1-standard-96,"96 vCPUs, 360 GB RAM",northamerica-northeast1-b,96,False,360.00,0,128,65536
1376,10160,n1-ultramem-160,"160 vCPUs, 3844 GB RAM",northamerica-northeast1-b,160,False,3844.00,0,128,65536
1377,10040,n1-ultramem-40,"40 vCPUs, 961 GB RAM",northamerica-northeast1-b,40,False,961.00,0,128,65536
1378,10080,n1-ultramem-80,"80 vCPUs, 1922 GB RAM",northamerica-northeast1-b,80,False,1922.00,0,128,65536
