,id,name,description,zone,guestCpus,isSharedCpu,memoryMb,imageSpaceGb,maximumPersistentDisks,maximumPersistentDisksSizeGb
995,3032,n1-standard-32,"32 vCPUs, 120 GB RAM",australia-southeast1-b,32,False,120.00,0,128,65536
996,3004,n1-standard-4,"4 vCPUs, 15 GB RAM",australia-southeast1-b,4,False,15.00,10,128,65536
997,3064,n1-standard-64,"64 vCPUs, 240 GB RAM",australia-southeast1-b,64,False,240.00,0,128,65536
998,3008,n1-standard-8,"8 vCPUs, 30 GB RAM",australia-southeast1-b,8,False,30.00,10,128,65536
999,3096,n1-standard-96,"96 vCPUs, 360 GB RAM",australia-southeast1-b,96,False,360.00,0,128,65536
1000,1000,f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,asia-east2-a,1,True,0.60,0,16,3072
1001,2000,g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,asia-east2-a,1,True,1.70,0,16,3072
1002,4016,n1-highcpu-16,"16 vCPUs, 14.4 GB RAM",asia-east2-a,16,False,14.40,10,128,65536
1003,4002,n1-highcpu-2,"2 vCPUs, 1.8 GB RAM",asia-east2-a,2,False,1.80,10,128,65536
1004,4032,n1-highcpu-32,"32 vCPUs, 28.8 GB RAM",asia-east2-a,32,False,28.80,0,128,65536
1005,4004,n1-highcpu-4,"4 vCPUs, 3.6 GB RAM",asia-east2-a,4,False,3.60,10,128,65536
1006,4064,n1-highcpu-64,"64 vCPUs, 57.6 GB RAM",asia-east2-a,64,False,57.60,0,128,65536
1007,4008,n1-highcpu-8,"8 vCPUs, 7.2 GB RAM",asia-east2-a,8,False,7.20,10,128,65536
1008,4096,n1-highcpu-96,"96 vCPUs, 86 GB RAM",asia-east2-a,96,False,86.40,0,128,65536
1009,5016,n1-highmem-16,"16 vCPUs, 104 GB RAM",asia-east2-a,16,False,104.00,10,128,65536
1010,5002,n1-highmem-2,"2 vCPUs, 13 GB RAM",asia-east2-a,2,False,13.00,10,128,65536
1011,5032,n1-highmem-32,"32 vCPUs, 208 GB RAM",asia-east2-a,32,False,208.00,0,128,65536
1012,5004,n1-highmem-4,"4 vCPUs, 26 GB RAM",asia-east2-a,4,False,26.00,10,128,65536
1013,5064,n1-highmem-64,"64 vCPUs, 416 GB RAM",asia-east2-a,64,False,416.00,0,128,65536
1014,5008,n1-highmem-8,"8 vCPUs, 52 GB RAM",asia-east2-a,8,False,52.00,10,128,65536
1015,5096,n1-highmem-96,"96 vCPUs, 624 GB RAM",asia-east2-a,96,False,624.00,0,128,65536
1016,3001,n1-standard-1,"1 vCPU, 3.75 GB RAM",asia-east2-a,1,False,3.75,10,128,65536
1017,3016,n1-standard-16,"16 vCPUs, 60 GB RAM",asia-east2-a,16,False,60.00,10,128,65536
1018,3002,n1-standard-2,"2 vCPUs, 7.5 GB RAM",asia-east2-a,2,False,7.50,10,128,65536
1019,3032,n1-standard-32,"32 vCPUs, 120 GB RAM",asia-east2-a,32,False,120.00,0,128,65536
1020,3004,n1-standard-4,"4 vCPUs, 15 GB RAM",asia-east2-a,4,False,15.00,10,128,65536
1021,3064,n1-standard-64,"64 vCPUs, 240 GB RAM",asia-east2-a,64,False,240.00,0,128,65536
1022,3008,n1-standard-8,"8 vCPUs, 30 GB RAM",asia-east2-a,8,False,30.00,10,128,65536
1023,3096,n1-standard-96,"96 vCPUs, 360 GB RAM",asia-east2-a,96,False,360.00,0,128,65536
1024,1000,f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,us-west2-b,1,True,0.60,0,16,3072
1025,2000,g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,us-west2-b,1,True,1.70,0,16,3072
1026,4016,n1-highcpu-16,"16 vCPUs, 14.4 GB RAM",us-west2-b,16,False,14.40,10,128,65536
1027,4002,n1-highcpu-2,"2 vCPUs, 1.8 GB RAM",us-west2-b,2,False,1.80,10,128,65536
1028,4032,n1-highcpu-32,"32 vCPUs, 28.8 GB RAM",us-west2-b,32,False,28.80,0,128,65536
1029,4004,n1-highcpu-4,"4 vCPUs, 3.6 GB RAM",us-west2-b,4,False,3.60,10,128,65536
1030,4064,n1-highcpu-64,"64 vCPUs, 57.6 GB RAM",us-west2-b,64,False,57.60,0,128,65536
1031,4008,n1-highcpu-8,"8 vCPUs, 7.2 GB RAM",us-west2-b,8,False,7.20,10,128,65536
1032,4096,n1-highcpu-96,"96 vCPUs, 86 GB RAM",us-west2-b,96,False,86.40,0,128,65536
1033,5016,n1-highmem-16,"16 vCPUs, 104 GB RAM",us-west2-b,16,False,104.00,10,128,65536
1034,5002,n1-highmem-2,"2 vCPUs, 13 GB RAM",us-west2-b,2,False,13.00,10,128,65536
1035,5032,n1-highmem-32,"32 vCPUs, 208 GB RAM",us-west2-b,32,False,208.00,0,128,65536
1036,5004,n1-highmem-4,"4 vCPUs, 26 GB RAM",us-west2-b,4,False,26.00,10,128,65536
1037,5064,n1-highmem-64,"64 vCPUs, 416 GB RAM",us-west2-b,64,False,416.00,0,128,65536
1038,5008,n1-highmem-8,"8 vCPUs, 52 GB RAM",us-west2-b,8,False,52.00,10,128,65536
1039,5096,n1-highmem-96,"96 vCPUs, 624 GB RAM",us-west2-b,96,False,624.00,0,128,65536
1040,3001,n1-standard-1,"1 vCPU, 3.75 GB RAM",us-west2-b,1,False,3.75,10,128,65536
1041,3016,n1-standard-16,"16 vCPUs, 60 GB RAM",us-west2-b,16,False,60.00,10,128,65536
1042,3002,n1-standard-2,"2 vCPUs, 7.5 GB RAM",us-west2-b,2,False,7.50,10,128,65536
1043,3032,n1-standard-32,"32 vCPUs, 120 GB RAM",us-west2-b,32,False,120.00,0,128,65536
1044,3004,n1-standard-4,"4 vCPUs, 15 GB RAM",us-west2-b,4,False,15.00,10,128,65536
1045,3064,n1-standard-64,"64 vCPUs, 240 GB RAM",us-west2-b,64,False,240.00,0,128,65536
1046,3008,n1-standard-8,"8 vCPUs, 30 GB RAM",us-west2-b,8,False,30.00,10,128,65536
1047,3096,n1-standard-96,"96 vCPUs, 360 GB RAM",us-west2-b,96,False,360.00,0,128,65536
1048,10160,n1-ultramem-160,"160 vCPUs, 3844 GB RAM",us-west2-b,160,False,3844.00,0,128,65536
1049,10040,n1-ultramem-40,"40 vCPUs, 961 GB RAM",us-west2-b,40,False,961.00,0,128,65536
1050,10080,n1-ultramem-80,"80 vCPUs, 1922 GB RAM",us-west2-b,80,False,1922.00,0,128,65536
1051,1000,f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,us-west2-a,1,True,0.60,0,16,3072
1052,2000,g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,us-west2-a,1,True,1.70,0,16,3072
1053,4016,n1-highcpu-16,"16 vCPUs, 14.4 GB RAM",us-west2-a,16,False,14.40,10,128,65536
1054,4002,n1-highcpu-2,"2 vCPUs, 1.8 GB RAM",us-west2-a,2,False,1.80,10,128,65536
1055,4032,n1-highcpu-32,"32 vCPUs, 28.8 GB RAM",us-west2-a,32,False,28.80,0,128,65536
1056,4004,n1-highcpu-4,"4 vCPUs, 3.6 GB RAM",us-west2-a,4,False,3.60,10,128,65536
1057,4064,n1-highcpu-64,"64 vCPUs, 57.6 GB RAM",us-west2-a,64,False,57.60,0,128,65536
1058,4008,n1-highcpu-8,"8 vCPUs, 7.2 GB RAM",us-west2-a,8,False,7.20,10,128,65536
1059,4096,n1-highcpu-96,"96 vCPUs, 86 GB RAM",us-west2-a,96,False,86.40,0,128,65536
1060,5016,n1-highmem-16,"16 vCPUs, 104 GB RAM",us-west2-a,16,False,104.00,10,128,65536
1061,5002,n1-highmem-2,"2 vCPUs, 13 GB RAM",us-west2-a,2,False,13.00,10,128,65536
1062,5032,n1-highmem-32,"32 vCPUs, 208 GB RAM",us-west2-a,32,False,208.00,0,128,65536
1063,5004,n1-highmem-4,"4 vCPUs, 26 GB RAM",us-west2-a,4,False,26.00,10,128,65536
1064,5064,n1-highmem-64,"64 vCPUs, 416 GB RAM",us-west2-a,64,False,416.00,0,128,65536
1065,5008,n1-highmem-8,"8 vCPUs, 52 GB RAM",us-west2-a,8,False,52.00,10,128,65536
1066,5096,n1-highmem-96,"96 vCPUs, 624 GB RAM",us-west2-a,96,False,624.00,0,128,65536
1067,3001,n1-standard-1,"1 vCPU, 3.75 GB RAM",us-west2-a,1,False,3.75,10,128,65536
1068,3016,n1-standard-16,"16 vCPUs, 60 GB RAM",us-west2-a,16,False,60.00,10,128,65536
1069,3002,n1-standard-2,"2 vCPUs, 7.5 GB RAM",us-west2-a,2,False,7.50,10,128,65536
1070,3032,n1-standard-32,"32 vCPUs, 120 GB RAM",us-west2-a,32,False,120.00,0,128,65536
1071,3004,n1-standard-4,"4 vCPUs, 15 GB RAM",us-west2-a,4,False,15.00,10,128,65536
1072,3064,n1-standard-64,"64 vCPUs, 240 GB RAM",us-west2-a,64,False,240.00,0,128,65536
1073,3008,n1-standard-8,"8 vCPUs, 30 GB RAM",us-west2-a,8,False,30.00,10,128,65536
1074,3096,n1-standard-96,"96 vCPUs, 360 GB RAM",us-west2-a,96,False,360.00,0,128,65536
1075,1000,f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,asia-east2-c,1,True,0.60,0,16,3072
1076,2000,g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,asia-east2-c,1,True,1.70,0,16,3072
1077,4016,n1-highcpu-16,"16 vCPUs, 14.4 GB RAM",asia-east2-c,16,False,14.40,10,128,65536
1078,4002,n1-highcpu-2,"2 vCPUs, 1.8 GB RAM",asia-east2-c,2,False,1.80,10,128,65536
1079,4032,n1-highcpu-32,"32 vCPUs, 28.8 GB RAM",asia-east2-c,32,False,28.80,0,128,65536
1080,4004,n1-highcpu-4,"4 vCPUs, 3.6 GB RAM",asia-east2-c,4,False,3.60,10,128,65536
1081,4064,n1-highcpu-64,"64 vCPUs, 57.6 GB RAM",asia-east2-c,64,False,57.60,0,128,65536
1082,4008,n1-highcpu-8,"8 vCPUs, 7.2 GB RAM",asia-east2-c,8,False,7.20,10,128,65536
1083,4096,n1-highcpu-96,"96 vCPUs, 86 GB RAM",asia-east2-c,96,False,86.40,0,128,65536
1084,5016,n1-highmem-16,"16 vCPUs, 104 GB RAM",asia-east2-c,16,False,104.00,10,128,65536
1085,5002,n1-highmem-2,"2 vCPUs, 13 GB RAM",asia-east2-c,2,False,13.00,10,128,65536
1086,5032,n1-highmem-32,"32 vCPUs, 208 GB RAM",asia-east2-c,32,False,208.00,0,128,65536
1087,5004,n1-highmem-4,"4 vCPUs, 26 GB RAM",asia-east2-c,4,False,26.00,10,128,65536
1088,5064,n1-highmem-64,"64 vCPUs, 416 GB RAM",asia-east2-c,64,False,416.00,0,128,65536
1089,5008,n1-highmem-8,"8 vCPUs, 52 GB RAM",asia-east2-c,8,False,52.00,10,128,65536
1090,5096,n1-highmem-96,"96 vCPUs, 624 GB RAM",asia-east2-c,96,False,624.00,0,128,65536
1091,3001,n1-standard-1,"1 vCPU, 3.75 GB RAM",asia-east2-c,1,False,3.75,10,128,65536
1092,3016,n1-standard-16,"16 vCPUs, 60 GB RAM",asia-east2-c,16,False,60.00,10,128,65536
1093,3002,n1-standard-2,"2 vCPUs, 7.5 GB RAM",asia-east2-c,2,False,7.50,10,128,65536
1094,3032,n1-standard-32,"32 vCPUs, 120 GB RAM",asia-east2-c,32,False,120.00,0,128,65536
1095,3004,n1-standard-4,"4 vCPUs, 15 GB RAM",asia-east2-c,4,False,15.00,10,128,65536
1096,3064,n1-standard-64,"64 vCPUs, 240 GB RAM",asia-east2-c,64,False,240.00,0,128,65536
1097,3008,n1-standard-8,"8 vCPUs, 30 GB RAM",asia-east2-c,8,False,30.00,10,128,65536
1098,3096,n1-standard-96,"96 vCPUs, 360 GB RAM",asia-east2-c,96,False,360.00,0,128,65536
1099,1000,f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,europe-north1-c,1,True,0.60,0,16,3072
1100,2000,g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,europe-north1-c,1,True,1.70,0,16,3072
1101,4016,n1-highcpu-16,"16 vCPUs, 14.4 GB RAM",europe-north1-c,16,False,14.40,10,128,65536
1102,4002,n1-highcpu-2,"2 vCPUs, 1.8 GB RAM",europe-north1-c,2,False,1.80,10,128,65536
1103,4032,n1-highcpu-32,"32 vCPUs, 28.8 GB RAM",europe-north1-c,32,False,28.80,0,128,65536
1104,4004,n1-highcpu-4,"4 vCPUs, 3.6 GB RAM",europe-north1-c,4,False,3.60,10,128,65536
1105,4064,n1-highcpu-64,"64 vCPUs, 57.6 GB RAM",europe-north1-c,64,False,57.60,0,128,65536
1106,4008,n1-highcpu-8,"8 vCPUs, 7.2 GB RAM",europe-north1-c,8,False,7.20,10,128,65536
1107,4096,n1-highcpu-96,"96 vCPUs, 86 GB RAM",europe-north1-c,96,False,86.40,0,128,65536
1108,5016,n1-highmem-16,"16 vCPUs, 104 GB RAM",europe-north1-c,16,False,104.00,10,128,65536
1109,5002,n1-highmem-2,"2 vCPUs, 13 GB RAM",europe-north1-c,2,False,13.00,10,128,65536
1110,5032,n1-highmem-32,"32 vCPUs, 208 GB RAM",europe-north1-c,32,False,208.00,0,128,65536
1111,5004,n1-highmem-4,"4 vCPUs, 26 GB RAM",europe-north1-c,4,False,26.00,10,128,65536
1112,5064,n1-highmem-64,"64 vCPUs, 416 GB RAM",europe-north1-c,64,False,416.00,0,128,65536
1113,5008,n1-highmem-8,"8 vCPUs, 52 GB RAM",europe-north1-c,8,False,52.00,10,128,65536
1114,5096,n1-highmem-96,"96 vCPUs, 624 GB RAM",europe-north1-c,96,False,624.00,0,128,65536
1115,3001,n1-standard-1,"1 vCPU, 3.75 GB RAM",europe-north1-c,1,False,3.75,10,128,65536
1116,3016,n1-standard-16,"16 vCPUs, 60 GB RAM",europe-north1-c,16,False,60.00,10,128,65536
1117,3002,n1-standard-2,"2 vCPUs, 7.5 GB RAM",europe-north1-c,2,False,7.50,10,128,65536
1118,3032,n1-standard-32,"32 vCPUs, 120 GB RAM",europe-north1-c,32,False,120.00,0,128,65536
1119,3004,n1-standard-4,"4 vCPUs, 15 GB RAM",europe-north1-c,4,False,15.00,10,128,65536
1120,3064,n1-standard-64,"64 vCPUs, 240 GB RAM",europe-north1-c,64,False,240.00,0,128,65536
1121,3008,n1-standard-8,"8 vCPUs, 30 GB RAM",europe-north1-c,8,False,30.00,10,128,65536
1122,3096,n1-standard-96,"96 vCPUs, 360 GB RAM",europe-north1-c,96,False,360.00,0,128,65536
1123,1000,f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,europe-north1-b,1,True,0.60,0,16,3072
1124,2000,g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,europe-north1-b,1,True,1.70,0,16,3072
1125,4016,n1-highcpu-16,"16 vCPUs, 14.4 GB RAM",europe-north1-b,16,False,14.40,10,128,65536
1126,4002,n1-highcpu-2,"2 vCPUs, 1.8 GB RAM",europe-north1-b,2,False,1.80,10,128,65536
1127,4032,n1-highcpu-32,"32 vCPUs, 28.8 GB RAM",europe-north1-b,32,False,28.80,0,128,65536
1128,4004,n1-highcpu-4,"4 vCPUs, 3.6 GB RAM",europe-north1-b,4,False,3.60,10,128,65536
1129,4064,n1-highcpu-64,"64 vCPUs, 57.6 GB RAM",europe-north1-b,64,False,57.60,0,128,65536
1130,4008,n1-highcpu-8,"8 vCPUs, 7.2 GB RAM",europe-north1-b,8,False,7.20,10,128,65536
1131,4096,n1-highcpu-96,"96 vCPUs, 86 GB RAM",europe-north1-b,96,False,86.40,0,128,65536
1132,5016,n1-highmem-16,"16 vCPUs, 104 GB RAM",europe-north1-b,16,False,104.00,10,128,65536
1133,5002,n1-highmem-2,"2 vCPUs, 13 GB RAM",europe-north1-b,2,False,13.00,10,128,65536
1134,5032,n1-highmem-32,"32 vCPUs, 208 GB RAM",europe-north1-b,32,False,208.00,0,128,65536
1135,5004,n1-highmem-4,"4 vCPUs, 26 GB RAM",europe-north1-b,4,False,26.00,10,128,65536
1136,5064,n1-highmem-64,"64 vCPUs, 416 GB RAM",europe-north1-b,64,False,416.00,0,128,65536
1137,5008,n1-highmem-8,"8 vCPUs, 52 GB RAM",europe-north1-b,8,False,52.00,10,128,65536
1138,5096,n1-highmem-96,"96 vCPUs, 624 GB RAM",europe-north1-b,96,False,624.00,0,128,65536
1139,3001,n1-standard-1,"1 vCPU, 3.75 GB RAM",europe-north1-b,1,False,3.75,10,128,65536
1140,3016,n1-standard-16,"16 vCPUs, 60 GB RAM",europe-north1-b,16,False,60.00,10,128,65536
1141,3002,n1-standard-2,"2 vCPUs, 7.5 GB RAM",europe-north1-b,2,False,7.50,10,128,65536
1142,3032,n1-standard-32,"32 vCPUs, 120 GB RAM",europe-north1-b,32,False,120.00,0,128,65536
1143,3004,n1-standard-4,"4 vCPUs, 15 GB RAM",europe-north1-b,4,False,15.00,10,128,65536
1144,3064,n1-standard-64,"64 vCPUs, 240 GB RAM",europe-north1-b,64,False,240.00,0,128,65536
1145,3008,n1-standard-8,"8 vCPUs, 30 GB RAM",europe-north1-b,8,False,30.00,10,128,65536
1146,3096,n1-standard-96,"96 vCPUs, 360 GB RAM",europe-north1-b,96,False,360.00,0,128,65536
1147,1000,f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,europe-north1-a,1,True,0.60,0,16,3072
1148,2000,g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,europe-north1-a,1,True,1.70,0,16,3072
1149,4016,n1-highcpu-16,"16 vCPUs, 14.4 GB RAM",europe-north1-a,16,False,14.40,10,128,65536
1150,4002,n1-highcpu-2,"2 vCPUs, 1.8 GB RAM",europe-north1-a,2,False,1.80,10,128,65536
1151,4032,n1-highcpu-32,"32 vCPUs, 28.8 GB RAM",europe-north1-a,32,False,28.80,0,128,65536
1152,4004,n1-highcpu-4,"4 vCPUs, 3.6 GB RAM",europe-north1-a,4,False,3.60,10,128,65536
1153,4064,n1-highcpu-64,"64 vCPUs, 57.6 GB RAM",europe-north1-a,64,False,57.60,0,128,65536
1154,4008,n1-highcpu-8,"8 vCPUs, 7.2 GB RAM",europe-north1-a,8,False,7.20,10,128,65536
1155,4096,n1-highcpu-96,"96 vCPUs, 86 GB RAM",europe-north1-a,96,False,86.40,0,128,65536
1156,5016,n1-highmem-16,"16 vCPUs, 104 GB RAM",europe-north1-a,16,False,104.00,10,128,65536
1157,5002,n1-highmem-2,"2 vCPUs, 13 GB RAM",europe-north1-a,2,False,13.00,10,128,65536
1158,5032,n1-highmem-32,"32 vCPUs, 208 GB RAM",europe-north1-a,32,False,208.00,0,128,65536
1159,5004,n1-highmem-4,"4 vCPUs, 26 GB RAM",europe-north1-a,4,False,26.00,10,128,65536
1160,5064,n1-highmem-64,"64 vCPUs, 416 GB RAM",europe-north1-a,64,False,416.00,0,128,65536
1161,5008,n1-highmem-8,"8 vCPUs, 52 GB RAM",europe-north1-a,8,False,52.00,10,128,65536
1162,5096,n1-highmem-96,"96 vCPUs, 624 GB RAM",europe-north1-a,96,False,624.00,0,128,65536
1163,3001,n1-standard-1,"1 vCPU, 3.75 GB RAM",europe-north1-a,1,False,3.75,10,128,65536
1164,3016,n1-standard-16,"16 vCPUs, 60 GB RAM",europe-north1-a,16,False,60.00,10,128,65536
1165,3002,n1-standard-2,"2 vCPUs, 7.5 GB RAM",europe-north1-a,2,False,7.50,10,128,65536
1166,3032,n1-standard-32,"32 vCPUs, 120 GB RAM",europe-north1-a,32,False,120.00,0,128,65536
1167,3004,n1-standard-4,"4 vCPUs, 15 GB RAM",europe-north1-a,4,False,15.00,10,128,65536
1168,3064,n1-standard-64,"64 vCPUs, 240 GB RAM",europe-north1-a,64,False,240.00,0,128,65536
1169,3008,n1-standard-8,"8 vCPUs, 30 GB RAM",europe-north1-a,8,False,30.00,10,128,65536
1170,3096,n1-standard-96,"96 vCPUs, 360 GB RAM",europe-north1-a,96,False,360.00,0,128,65536
1171,1000,f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,asia-east2-b,1,True,0.60,0,16,3072
1172,2000,g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,asia-east2-b,1,True,1.70,0,16,3072
1173,4016,n1-highcpu-16,"16 vCPUs, 14.4 GB RAM",asia-east2-b,16,False,14.40,10,128,65536
1174,4002,n1-highcpu-2,"2 vCPUs, 1.8 GB RAM",asia-east2-b,2,False,1.80,10,128,65536
1175,4032,n1-highcpu-32,"32 vCPUs, 28.8 GB RAM",asia-east2-b,32,False,28.80,0,128,65536
1176,4004,n1-highcpu-4,"4 vCPUs, 3.6 GB RAM",asia-east2-b,4,False,3.60,10,128,65536
1177,4064,n1-highcpu-64,"64 vCPUs, 57.6 GB RAM",asia-east2-b,64,False,57.60,0,128,65536
1178,4008,n1-highcpu-8,"8 vCPUs, 7.2 GB RAM",asia-east2-b,8,False,7.20,10,128,65536
1179,4096,n1-highcpu-96,"96 vCPUs, 86 GB RAM",asia-east2-b,96,False,86.40,0,128,65536
1180,5016,n1-highmem-16,"16 vCPUs, 104 GB RAM",asia-east2-b,16,False,104.00,10,128,65536
1181,5002,n1-highmem-2,"2 vCPUs, 13 GB RAM",asia-east2-b,2,False,13.00,10,128,65536
1182,5032,n1-highmem-32,"32 vCPUs, 208 GB RAM",asia-east2-b,32,False,208.00,0,128,65536
1183,5004,n1-highmem-4,"4 vCPUs, 26 GB RAM",asia-east2-b,4,False,26.00,10,128,65536
1184,5064,n1-highmem-64,"64 vCPUs, 416 GB RAM",asia-east2-b,64,False,416.00,0,128,65536
1185,5008,n1-highmem-8,"8 vCPUs, 52 GB RAM",asia-east2-b,8,False,52.00,10,128,65536
1186,5096,n1-highmem-96,"96 vCPUs, 624 GB RAM",asia-east2-b,96,False,624.00,0,128,65536
1187,3001,n1-standard-1,"1 vCPU, 3.75 GB RAM",asia-east2-b,1,False,3.75,10,128,65536
1188,3016,n1-standard-16,"16 vCPUs, 60 GB RAM",asia-east2-b,16,False,60.00,10,128,65536
1189,3002,n1-standard-2,"2 vCPUs, 7.5 GB RAM",asia-east2-b,2,False,7.50,10,128,65536
1190,3032,n1-standard-32,"32 vCPUs, 120 GB RAM",asia-east2-b,32,False,120.00,0,128,65536
1191,3004,n1-standard-4,"4 vCPUs, 15 GB RAM",asia-east2-b,4,False,15.00,10,128,65536
1192,3064,n1-standard-64,"64 vCPUs, 240 GB RAM",asia-east2-b,64,False,240.00,0,128,65536
1193,3008,n1-standard-8,"8 vCPUs, 30 GB RAM",asia-east2-b,8,False,30.00,10,128,65536
1194,3096,n1-standard-96,"96 vCPUs, 360 GB RAM",asia-east2-b,96,False,360.00,0,128,65536
1195,3016,n1-standard-16,"16 vCPUs, 60 GB RAM",asia-south1-c,16,False,60.00,10,128,65536
1196,3002,n1-standard-2,"2 vCPUs, 7.5 GB RAM",asia-south1-c,2,False,7.50,10,128,65536
1197,3032,n1-standard-32,"32 vCPUs, 120 GB RAM",asia-south1-c,32,False,120.00,0,128,65536
1198,3004,n1-standard-4,"4 vCPUs, 15 GB RAM",asia-south1-c,4,False,15.00,10,128,65536
1199,3064,n1-standard-64,"64 vCPUs, 240 GB RAM",asia-south1-c,64,False,240.00,0,128,65536
1200,3008,n1-standard-8,"8 vCPUs, 30 GB RAM",asia-south1-c,8,False,30.00,10,128,65536
1201,3096,n1-standard-96,"96 vCPUs, 360 GB RAM",asia-south1-c,96,False,360.00,0,128,65536
1202,1000,f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,europe-west4-a,1,True,0.60,0,16,3072
1203,2000,g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,europe-west4-a,1,True,1.70,0,16,3072
1204,4016,n1-highcpu-16,"16 vCPUs, 14.4 GB RAM",europe-west4-a,16,False,14.40,10,128,65536
1205,4002,n1-highcpu-2,"2 vCPUs, 1.8 GB RAM",europe-west4-a,2,False,1.80,10,128,65536
1206,4032,n1-highcpu-32,"32 vCPUs, 28.8 GB RAM",europe-west4-a,32,False,28.80,0,128,65536
1207,4004,n1-highcpu-4,"4 vCPUs, 3.6 GB RAM",europe-west4-a,4,False,3.60,10,128,65536
1208,4064,n1-highcpu-64,"64 vCPUs, 57.6 GB RAM",europe-west4-a,64,False,57.60,0,128,65536
1209,4008,n1-highcpu-8,"8 vCPUs, 7.2 GB RAM",europe-west4-a,8,False,7.20,10,128,65536
1210,4096,n1-highcpu-96,"96 vCPUs, 86 GB RAM",europe-west4-a,96,False,86.40,0,128,65536
1211,5016,n1-highmem-16,"16 vCPUs, 104 GB RAM",europe-west4-a,16,False,104.00,10,128,65536
1212,5002,n1-highmem-2,"2 vCPUs, 13 GB RAM",europe-west4-a,2,False,13.00,10,128,65536
1213,5032,n1-highmem-32,"32 vCPUs, 208 GB RAM",europe-west4-a,32,False,208.00,0,128,65536
1214,5004,n1-highmem-4,"4 vCPUs, 26 GB RAM",europe-west4-a,4,False,26.00,10,128,65536
1215,5064,n1-highmem-64,"64 vCPUs, 416 GB RAM",europe-west4-a,64,False,416.00,0,128,65536
1216,5008,n1-highmem-8,"8 vCPUs, 52 GB RAM",europe-west4-a,8,False,52.00,10,128,65536
1217,5096,n1-highmem-96,"96 vCPUs, 624 GB RAM",europe-west4-a,96,False,624.00,0,128,65536
1218,3001,n1-standard-1,"1 vCPU, 3.75 GB RAM",europe-west4-a,1,False,3.75,10,128,65536
1219,3016,n1-standard-16,"16 vCPUs, 60 GB RAM",europe-west4-a,16,False,60.00,10,128,65536
1220,3002,n1-standard-2,"2 vCPUs, 7.5 GB RAM",europe-west4-a,2,False,7.50,10,128,65536
1221,3032,n1-standard-32,"32 vCPUs, 120 GB RAM",europe-west4-a,32,False,120.00,0,128,65536
1222,3004,n1-standard-4,"4 vCPUs, 15 GB RAM",europe-west4-a,4,False,15.00,10,128,65536
1223,3064,n1-standard-64,"64 vCPUs, 240 GB RAM",europe-west4-a,64,False,240.00,0,128,65536
1224,3008,n1-standard-8,"8 vCPUs, 30 GB RAM",europe-west4-a,8,False,30.00,10,128,65536
1225,3096,n1-standard-96,"96 vCPUs, 360 GB RAM",europe-west4-a,96,False,360.00,0,128,65536
1226,1000,f1-micro,1 vCPU (shared physical core) and 0.6 GB RAM,europe-west4-c,1,True,0.60,0,16,3072
1227,2000,g1-small,1 vCPU (shared physical core) and 1.7 GB RAM,europe-west4-c,1,True,1.70,0,16,3072
1228,4016,n1-highcpu-16,"16 vCPUs, 14.4 GB RAM",europe-west4-c,16,False,14.40,10,128,65536
1229,4002,n1-highcpu-2,"2 vCPUs, 1.8 GB RAM",europe-west4-c,2,False,1.80,10,128,65536
1230,4032,n1-highcpu-32,"32 vCPUs, 28.8 GB RAM",europe-west4-c,32,False,28.80,0,128,65536
1231,4004,n1-highcpu-4,"4 vCPUs, 3.6 GB RAM",europe-west4-c,4,False,3.60,10,128,65536
1232,4064,n1-highcpu-64,"64 vCPUs, 57.6 GB RAM",europe-west4-c,64,False,57.60,0,128,65536
1233,4008,n1-highcpu-8,"8 vCPUs, 7.2 GB RAM",europe-west4-c,8,False,7.20,10,128,65536
1234,4096,n1-highcpu-96,"96 vCPUs, 86 GB RAM",europe-west4-c,96,False,86.40,0,128,65536
1235,5016,n1-highmem-16,"16 vCPUs, 104 GB RAM",europe-west4-c,16,False,104.00,10,128,65536
1236,5002,n1-highmem-2,"2 vCPUs, 13 GB RAM",europe-west4-c,2,False,13.00,10,128,65536
1237,5032,n1-highmem-32,"32 vCPUs, 208 GB RAM",europe-west4-c,32,False,208.00,0,128,65536
1238,5004,n1-highmem-4,"4 vCPUs, 26 GB RAM",europe-west4-c,4,False,26.00,10,128,65536
1239,5064,n1-highmem-64,"64 vCPUs, 416 GB RAM",europe-west4-c,64,False,416.00,0,128,65536
